Remaining: 227 collecting now: 'Chachani|2017-06-18T20:14:30Z' done in 0.083586 average: 0.03405104716981131
Remaining: 226 collecting now: 'Roderigo Lopez|2007-01-23T17:47:14Z' done in 0.04717 average: 0.03411263849765258
Remaining: 225 collecting now: 'Chachani|2010-04-12T03:08:35Z' done in 0.004971 average: 0.033976462616822425
Remaining: 224 collecting now: 'Hussein of Jordan|2011-03-21T19:02:23Z' done in 0.00387 average: 0.033836432558139534
Remaining: 223 collecting now: 'Chachani|2009-05-06T15:36:09Z' done in 0.067468 average: 0.03399213425925925
Remaining: 222 collecting now: 'Roderigo Lopez|2017-12-01T22:58:45Z' done in 0.005947 average: 0.03386289400921658
Remaining: 221 collecting now: 'U.S. Route 30 in Indiana|2006-07-31T19:56:16Z' done in 0.053288 average: 0.033951999999999996
Remaining: 220 collecting now: 'U.S. Route 30 in Indiana|2016-06-10T18:12:30Z' done in 0.001615 average: 0.03380434246575342
Remaining: 219 collecting now: 'Hussein of Jordan|2012-08-20T20:46:07Z' done in 0.0463 average: 0.033861140909090905
Remaining: 218 collecting now: 'Hussein of Jordan|2008-12-18T20:53:43Z' done in 0.048534 average: 0.03392753393665158
Remaining: 217 collecting now: 'U.S. Route 30 in Indiana|2008-06-30T04:57:42Z' done in 0.048025 average: 0.03399103603603603
Remaining: 216 collecting now: 'Chachani|2011-07-06T00:48:58Z' done in 0.002607 average: 0.03385030044843049
Remaining: 215 collecting now: 'Chachani|2014-08-21T23:03:31Z' done in 0.002752 average: 0.033711468749999994
Remaining: 214 collecting now: 'Roderigo Lopez|2016-08-25T18:13:45Z' done in 0.001835 average: 0.03356979555555555
Remaining: 213 collecting now: 'Roderigo Lopez|2016-05-14T11:06:04Z' done in 0.044651 average: 0.03361882743362832
Remaining: 212 collecting now: 'Hussein of Jordan|2007-11-30T09:16:17Z' done in 0.048251 average: 0.033683286343612326
Remaining: 211 collecting now: 'Chachani|2019-05-30T21:26:57Z' done in 0.047424 average: 0.033743552631578945
Remaining: 210 collecting now: 'Hussein of Jordan|2008-04-20T20:00:29Z' done in 0.047969 average: 0.033805672489082964
Remaining: 209 collecting now: 'Hussein of Jordan|2004-12-22T23:08:54Z' done in 0.052243 average: 0.03388583478260869
Remaining: 208 collecting now: 'Hussein of Jordan|2016-06-18T05:53:21Z' done in 0.004626 average: 0.03375916883116883
Remaining: 207 collecting now: 'Hussein of Jordan|2015-03-31T16:28:59Z' done in 0.048038 average: 0.033820715517241376
